,Value,Txn Fee
872,0.0,0.00333621
873,0.0,0.00338616
874,0.0,0.08629863
875,0.3534,0.00150619
876,0.0,0.02927979
877,0.15,0.0015064
878,0.00552,0.0015064
879,0.1,0.00726396
880,0.115,0.00726482
881,0.0,0.00390969
882,0.017,0.0080926
883,0.0,0.00838798
884,0.0,0.02258187
885,0.0,0.00245271
886,0.0,0.00920306
887,0.18,0.00947671
888,0.1,0.01127386
889,0.021,0.01033165
890,0.39675,0.01124563
891,0.1,0.01134709
892,0.0,0.01107412
893,0.0,0.01165221
894,0.304176,0.01160624
895,0.0,0.0028971
896,0.4,0.01283523
897,0.1256375,0.01361997
898,0.1256375,0.01362341
899,0.2,0.0135533
900,0.251275,0.01379001
901,0.1256375,0.0136201
902,0.0,0.01432055
903,0.0,0.01740876
904,0.09,0.01338696
905,0.0586,0.00151372
906,0.289929633,0.00151372
907,0.026594503,0.00151372
908,0.0,0.00248335
909,0.0,0.04214141
910,0.0,0.00297677
911,0.1256375,0.01363459
912,0.0,0.0060593
913,0.027383873,0.0015253
914,0.027385989,0.0015253
915,0.18606635,0.0015253
917,0.092909077,0.0015253
921,0.977,0.0015253
922,0.296808,0.0015253
923,0.027384931,0.0015253
927,1.1503462,0.0015253
931,0.027036389,0.00152929
932,0.080539322,0.00152929
933,0.027035331,0.00152929
934,0.027034273,0.00152929
936,0.482134096,0.00152929
939,0.57750315,0.0015358
940,0.0,0.00572404
941,0.000293366,0.0015463
942,0.009021013,0.0015463
943,0.040173131,0.0015463
944,0.0,0.00251767
945,0.164379,0.0015463
946,0.070411787,0.0015463
947,0.014852568,0.0015463
948,0.0880838,0.00154632
949,0.0,0.00338177
950,0.019,0.0015497
951,0.0,0.00334905
952,0.01733395,0.00155065
953,0.120057,0.00801987
954,0.294320399,0.0015673
955,0.435575033,0.0015673
956,0.997375,0.0015673
957,0.014985,0.0015673
958,0.0,0.00465157
959,0.0,0.00256089
960,0.0,0.00383549
961,0.0,0.00257724
962,7.980960165,0.001575
963,0.0,0.00378745
964,0.036521522,0.00158147
965,0.0,0.00332617
966,0.0,0.00339244
967,0.0,0.00339516
968,0.0,0.00339604
969,0.0,0.00465429
973,0.012818861,0.0015977
974,0.057904791,0.0015977
975,0.0,0.00346967
976,0.0,0.00381657
977,0.0,0.0038212
978,0.0,0.00381194
979,0.0,0.00624712
980,0.0,0.00422912
981,0.0,0.0045853
982,0.0,0.00357924
983,0.0,0.01030287
984,0.39,0.01019647
985,0.415,0.0102268
986,0.645625155,0.001785
987,0.054784201,0.01100371
988,0.0,0.0027125
989,0.242181061,0.0018907
990,0.312636113,0.0018907
991,0.0,0.00369002
992,0.18881225,0.00189215
993,0.0,0.01180731
994,0.05,0.01253857
995,0.0,0.00327897
996,0.0,0.00920935
998,0.0,0.00557286
999,0.0,0.00449409
1000,0.0,0.0048445
1001,0.0,0.14035955
1002,0.0,0.01196751
1003,0.0,0.02609079
1004,0.0,0.00785138
1005,0.067769045,0.0015216
1006,0.154826707,0.00831946
1007,0.13484545,0.00152209
1008,0.115,0.0061098
1009,0.54625,0.00939274
1010,0.0,0.01158597
1011,0.0,0.00475508
1012,0.18,0.00152209
1013,0.0,0.00334113
1014,0.33,0.0015426
1015,1.53199419,0.0015531
1016,0.005865805,0.0015636
1017,0.020420821,0.00933474
1018,0.184334876,0.0015221
1019,0.08,0.0015221
1020,0.00936053,0.0015636
1021,0.11585774,0.0015636
1022,0.0,0.00442158
1023,0.175974157,0.0015636
1024,0.0,0.00384416
1025,0.251275,0.01395031
1026,0.027637989,0.0015426
1027,0.027870833,0.0015426
1028,0.027898294,0.0015426
1030,0.027869827,0.0015426
1034,0.027576294,0.00154664
1035,0.027315989,0.00154664
1036,0.027547827,0.00154664
1039,0.027317047,0.00154664
1042,0.027548833,0.00154664
1048,0.0,0.00335746
1049,0.071156561,0.0015321
1051,0.0,0.00444489
1052,0.0,0.00470604
1053,0.575,0.0015221
1054,0.251275,0.01394422
1055,0.0,0.00458501
1056,0.0,0.00645649
1057,0.0,0.00309534
1058,0.0,0.0483
1059,0.0,0.0323353
1060,0.0,0.00824555
1061,0.04365727,0.0015426
1062,0.01452051,0.0015426
1063,0.003820617,0.0015426
1064,0.27850126,0.0015426
1065,1.6360804,0.0015426
1067,0.01441657,0.0015426
1068,0.11649838,0.0015426
1069,0.0595025,0.0015426
1070,0.0,0.00401638
1071,0.024014238,0.00160417
1072,0.031,0.00160417
1073,0.0,0.00433295
1074,0.0,0.00482849
1075,0.015,0.00160417
1076,0.0,0.00265796
1077,0.0,0.00394191
1079,0.985935119,0.00160417
1080,0.0,0.00352131
1081,0.85791,0.00160417
1082,0.000859966,0.00176363
1083,0.003809847,0.00152162
1084,0.001172753,0.00152162
1085,0.0,0.00335511
1086,0.0,0.00220389
1087,0.0,0.00458089
1088,0.051286409,0.00152162
1089,0.0,0.0078071
1090,0.0,0.00382805
1091,0.07,0.0066724
1092,0.02,0.00979196
1093,0.0,0.00825004
1094,0.0,0.00829004
1095,0.0,0.00337453
1096,0.0,0.01166196
1097,0.0,0.01570754
1098,0.0,0.01569304
1099,0.0,0.03035131
1100,0.0,0.00629301
1101,0.0,0.00334011
1102,0.00495102,0.00152162
1103,0.1,0.01182442
1104,0.005,0.00330582
1105,0.0,0.00386962
1106,0.02275724,0.00152209
1107,0.13225,0.01106479
1108,0.0,0.00339824
1109,1.503244243,0.00152209
1110,0.02719577,0.00152209
1111,0.001099738,0.00152556
1112,0.1,0.0015221
1113,0.2,0.0015221
1115,0.0,0.00190284
1116,0.0,0.00212884
1117,0.0,0.00361673
1118,0.0,0.00461618
1119,0.2645,0.01123429
1120,0.2645,0.01123516
1121,0.10925,0.00936507
1122,0.0,0.00893888
1123,0.0,0.00951924
1124,0.0,0.00992803
1125,0.0,0.01890969
1126,0.0,0.01635313
1127,0.003985468,0.0015221
1128,0.0,0.00916024
1129,0.10925,0.00937029
1130,0.0,0.00335457
1131,0.0,0.00220371
1132,0.39,0.01483936
1133,0.0,0.01348302
1134,0.0,0.00354411
1135,0.437,0.0093946
1136,0.03,0.01334194
1137,0.437818645,0.02987634
1138,0.0,0.00334862
1139,0.15,0.00963323
1140,0.062085738,0.00153125
1141,0.01260412,0.00153125
1142,0.025701271,0.00153125
1143,0.00667681,0.001533
1144,0.0,0.001533
1145,2.934181083,0.00154203
1146,0.027772294,0.0015426
1148,0.027773352,0.0015426
1152,0.00289637,0.0015426
1153,0.02765742,0.00154664
1155,0.106142633,0.0015426
1156,0.027774411,0.0015426
1157,0.00403941,0.0015426
1158,0.00636315,0.0015426
1160,0.027438611,0.00154664
1162,0.027437552,0.00154664
1166,0.00744321,0.0015426
1167,0.04400234,0.0015426
1169,0.03459071,0.0015426
1170,0.027441785,0.00154664
1171,0.10747,0.0015426
1172,0.027439669,0.00154664
1177,0.01,0.0015531
1178,0.02,0.0015531
1179,0.0336634,0.0015636
1180,0.10370397,0.0015636
1181,0.66508487,0.0015636
1182,0.0187,0.00156362
1183,0.0175,0.001567
1184,0.10925,0.00936585
1185,0.0,0.01120007
1186,1.0,0.0126735
1187,0.0,0.00334555
1188,0.0,0.00458541
1189,0.0,0.00867409
1190,0.85,0.0015279
1191,0.0,0.00393559
1192,0.0,0.00837936
1193,0.0,0.00871528
1194,0.0,0.0239026
1195,0.0,0.01472711
1196,0.0,0.01404491
1197,0.0,0.00483464
1198,0.0,0.01318483
1199,0.0,0.0096984
1200,0.0,0.00343405
1201,64.0,0.00734217
1202,0.0,0.00356234
1203,0.19852054,0.00158941
1204,0.0,0.00475599
1205,1.997878023,0.00163156
1206,0.0,0.0111871
1207,0.7333505,0.00167709
1208,0.2,0.01365805
1209,0.004430348,0.00178559
1210,0.004666016,0.00178559
1211,0.002256093,0.00178559
1212,0.0,0.00316037
1213,0.0,0.00667487
1214,0.0,0.01490465
1215,0.0,0.01754141
1216,0.0,0.00940687
1217,0.065627108,0.00157557
1218,1.53,0.00157605
1219,0.10925,0.00969802
1220,1.114279082,0.00157607
1221,0.0,0.00157607
1222,0.6,0.00157607
1223,0.0,0.00349693
1224,0.50255,0.01472757
1225,0.0,0.0140365
1226,0.0,0.00224627
1227,0.0,0.00310028
1228,0.078105276,0.00157607
1229,0.0,0.00266904
1230,0.070710049,0.00157607
1231,0.672,0.01409684
1232,0.32775,0.00973037
1233,0.0,0.00362744
1234,0.75,0.00935482
1235,0.0,0.00458472
1236,0.0,0.00347756
1237,0.0,0.00309938
1238,0.0,0.00418019
1239,0.0,0.00348154
1240,0.0,0.00351524
1241,0.10925,0.00969442
1242,0.0,0.00349137
1243,0.3,0.01177686
1244,0.0,0.00438456
1245,0.054979018,0.00157607
1246,0.0,0.01016604
1247,0.073342,0.00157607
1248,0.10925,0.00969622
1249,0.001102462,0.00157967
1250,0.0,0.0047439
1251,0.024005093,0.00157607
1252,0.048704122,0.00157607
1253,0.0,0.00350045
1254,0.255,0.00908065
1255,0.0,0.00555363
1256,0.05,0.00157607
1257,0.05,0.01428853
1258,0.5,0.01427164
1259,0.54625,0.00972677
1260,0.0,0.00347036
1261,0.1256375,0.01426703
1262,0.6555,0.009725
1263,0.115,0.00760803
1264,0.2645,0.01163356
1265,2.1358375,0.01661696
1266,0.1256375,0.01426613
1267,0.2645,0.01163507
1268,0.0,0.00310343
1270,0.008928,0.00157767
1271,0.0,0.00288564
1272,4.0,0.00157809
1273,0.00587575,0.00157809
1274,0.0,0.01429385
1275,0.070333657,0.00158941
1276,0.0,0.00800651
1277,0.02765742,0.00160075
1278,0.027994225,0.00159657
1279,0.02799322,0.00159657
1280,0.031766023,0.00160075
1282,0.033091983,0.00160075
1283,0.034839666,0.00159657
1286,0.030166969,0.00159657
1288,0.027673589,0.00160075
1290,0.027658425,0.00160075
1292,0.027995231,0.00159657
1295,0.035784294,0.00159657
1298,0.03478538,0.00160075
1299,0.030578425,0.00160075
1300,0.0,0.00280753
1301,0.87976252,0.00160075
1302,0.0665982,0.00160075
1303,0.30852843,0.00159657
1304,0.154034353,0.00159657
1305,0.660501961,0.00159657
1306,0.0515982,0.00160075
1307,0.143843144,0.00160075
1308,29.809328945,0.00160075
1309,1.206168345,0.00160075
1310,18.45962394,0.00159657
1311,0.094568091,0.00159657
1312,0.077711598,0.00159657
1313,4.112735821,0.00159657
1314,0.130925501,0.00159657
1315,3.533910876,0.00159657
1316,0.2885982,0.00160075
1317,0.093843461,0.00160075
1318,0.331149362,0.00160075
1319,0.290334,0.00159657
1320,0.065597634,0.00160075
1321,0.038010958,0.00160075
1322,0.078301856,0.00159657
1323,0.378789691,0.00160075
1324,10.0,0.01497001
1325,2.55974,0.00159657
1326,0.0,0.00355415
1327,0.002625,0.00160707
1328,2.87,0.001617
1329,0.01,0.00962094
1330,0.0,0.00265243
1331,0.0357613,0.00161757
1332,0.15903429,0.00161757
1333,0.0,0.00400211
1334,0.0,0.01409723
1335,0.25,0.00161757
1336,0.07,0.00161757
1337,0.019332686,0.00161757
1338,0.0,0.01892146
1339,0.0,0.00358046
1340,0.294,0.01485457
1341,0.21211,0.00161757
1342,0.001886794,0.00161757
1343,0.02664063,0.00161757
1344,0.045,0.01314417
1345,0.002227584,0.00161757
1346,0.0,0.00472923
1347,0.0,0.00436944
1348,0.094886215,0.00163857
1349,0.0,0.01005416
1350,0.0,0.00378097
1351,0.349999999,0.01560386
1352,0.176038258,0.001806
1353,0.0,0.01587263
1354,0.003298089,0.00194011
1355,0.0,0.00824485
1356,0.175901267,0.00291666
1357,0.0,0.01021325
1358,0.048113877,0.00382264
1359,0.0,0.00359363
1364,0.0,0.01213042
1365,0.0,0.01117421
1366,0.0,0.01352311
1367,0.0,0.01231901
1368,0.0,0.0128343
1369,0.0,0.01332959
1370,0.25,0.01367115
1371,0.0,0.01050898
1372,0.0,0.01129041
1373,1.0,0.01875988
1374,1.5,0.01875307
1375,1.55,0.02177047
1377,6.34,0.01609941
1379,0.036169283,0.00145832
1380,0.0,0.00389118
1381,0.0,0.00371086
1382,0.0,0.0137348
1383,0.1256375,0.01320738
1384,0.0,0.00948477
1385,0.345,0.00707027
1386,0.00564,0.00146042
1387,9.94533258,0.01244721
1388,0.115,0.00147932
1389,0.03238,0.00147932
1391,0.03599678,0.00150032
1392,0.03550963,0.00150034
1393,0.05429828,0.00150034
1394,0.13367225,0.00150034
1395,0.0262,0.00150034
1396,0.008749629,0.00150034
1397,0.00879865,0.00150034
1398,0.0,0.00444729
1399,0.007363666,0.00146076
1400,0.38,0.00899684
1401,0.00302065,0.00149306
1402,0.003605686,0.00145834
1403,2.0,0.00706878
1404,0.02,0.00145834
1405,0.05,0.00145834
1406,0.2804,0.00145834
1407,0.0243,0.00145834
1408,0.0,0.00321855
1409,0.3,0.00145834
1410,0.0155,0.00145834
1411,0.0,0.00438786
1412,0.0,0.00336703
1413,0.0,0.01204304
1414,0.028412691,0.00145834
1415,0.234167037,0.00145834
1416,0.001466938,0.00243431
1417,0.0,0.0043887
1418,0.3,0.00706795
1419,0.345,0.00706711
1420,0.1,0.00704052
1421,0.09,0.00391057
1422,0.285,0.00900435
1423,0.095,0.00897525
1424,0.19,0.00899851
1425,0.475,0.00899935
1426,0.0,0.00702989
1427,0.1,0.00703968
1428,0.2,0.00706795
1430,0.19,0.00900101
1431,0.285,0.00900185
1432,0.19,0.00900018
1433,0.10925,0.00897692
1435,5.51,0.00899935
1436,0.10925,0.00897191
1437,0.2185,0.00900601
1438,0.10925,0.00897358
1439,0.115,0.00704052
1441,0.2185,0.00900185
1442,0.0,0.00383599
1443,0.32775,0.00900435
1444,0.23,0.00706795
1445,1.425,0.00900185
1446,0.19,0.00899768
1447,0.095,0.00897692
1448,0.095,0.00897191
1451,0.285,0.00900101
1453,0.095,0.00897775
1454,0.10925,0.00897442
1456,1.14,0.00900435
1457,0.2185,0.00899851
1458,1.615,0.00900351
1460,0.0,0.00323105
1461,0.19,0.00900268
1462,0.19,0.00899685
1464,0.475,0.00900101
1466,0.10925,0.00897025
1468,0.32775,0.00900101
1469,0.98325,0.00900101
1472,2.09,0.00900101
1473,0.32775,0.00900018
1474,0.437,0.00899768
1476,0.10925,0.01319881
1477,0.0,0.00600371
1478,0.0,0.01543854
1479,0.0,0.01120012
1480,0.0,0.01678418
1481,0.029306519,0.00145834
1482,0.096101077,0.00145834
1483,0.013,0.00145834
1484,1.0,0.00145834
1486,0.070498,0.00145834
1487,0.084080922,0.00145834
1488,0.028720389,0.00145834
1489,0.001348074,0.00145834
1490,0.027316404,0.00145853
1491,0.0,0.00145881
1492,0.0665,0.00145881
1493,0.03,0.00145881
1494,0.1,0.00145881
1495,0.4851,0.00145881
1496,0.15,0.00145881
1497,0.058,0.00145881
1498,0.038,0.00145881
1499,0.000483504,0.00145881
1500,0.11332983,0.00145917
1501,12.99826119,0.00146042
1502,0.15789411,0.00146042
1503,0.08383838,0.00146042
1504,1.55819231,0.00146042
1505,0.15050682,0.00146042
1506,0.46134343,0.00146042
1508,0.05193,0.00146042
1509,32.70882815,0.00146042
1510,0.34518012,0.00146042
1511,0.1,0.00146694
1512,0.15,0.00146697
1513,0.0268,0.00146882
1514,0.0070069,0.00147932
1515,0.00986279,0.00147932
1516,0.014668477,0.00148407
1517,0.0239061,0.00148982
1518,0.00036918,0.00149471
1519,0.002656133,0.00150032
1520,0.015519496,0.00150032
1521,0.003929411,0.00150032
1522,0.20835853,0.00150032
1523,0.002121304,0.00150032
1524,0.036061,0.00150032
1525,0.04494629,0.00150032
1526,0.013499158,0.00151082
1527,0.058988,0.001512
1528,0.115616127,0.00151372
1529,1.4665,0.00155208
1530,0.01743572,0.00155208
1531,0.14,0.0015557
1532,0.206062022,0.00158147
1533,0.03806138,0.00172372
1534,0.018777007,0.00186262
1535,0.11,0.01394893
1536,0.0,0.04606443
1537,0.0,0.00327279
1538,0.0,0.039598
1539,0.0,0.00327272
1540,0.0,0.00320203
1542,0.2,0.00639573
1543,0.0,0.00323807
1544,0.13225,0.01108409
1545,0.043999108,0.01079297
1546,0.031772311,0.01010971
1547,0.69,0.01129742
1548,0.087919559,0.01024971
1549,5.0255,0.0165644
1550,0.41075895,0.01318528
1551,2.73125,0.01644134
1552,0.2,0.0148714
1553,0.0,0.00972665
1554,0.0,0.01169173
1555,0.0,0.02292825
1556,0.0,0.02909398
1557,0.0,0.00325916
1558,0.33797047,0.00597801
1559,0.0,0.00377887
1560,0.2185,0.01336019
1561,0.1256375,0.01368395
1562,0.0,0.00323851
1563,45.0,0.00556196
1564,0.0,0.00338084
1565,0.0,0.00371866
1566,0.0,0.00337341
1567,0.0,0.0029557
1568,0.0,0.00320634
1569,0.0,0.00594725
1570,0.0,0.00280558
1571,0.0,0.00386837
1572,0.115,0.00822913
1573,0.115,0.01060492
1574,0.2645,0.01124847
1575,0.23,0.010764
1576,0.0587,0.0111194
1578,0.345,0.01089891
1580,0.10925,0.01320315
1581,0.575,0.01116705
1582,0.13225,0.01108855
1584,0.2185,0.01336306
1585,0.1256375,0.01368928
1586,0.3,0.01345677
1587,0.0,0.01264275
1588,0.0,0.01163387
1589,0.0,0.01447767
1590,0.0,0.01739628
1591,0.01,0.0136872
1592,0.12,0.01262344
1593,0.2185,0.01336811
1594,0.0,0.02819066
1595,0.5,0.01063286
1596,0.0,0.00338212
1597,0.0,0.00323507
1598,0.0,0.00279702
1599,0.0,0.00362059
1600,0.0,0.00357508
1601,0.0,0.0032053
1602,0.0,0.00320736
1603,0.0,0.00287278
1604,1.651798524,0.00825826
1605,0.0,0.01100461
1606,0.0,0.00320734
1607,0.0,0.02407111
1608,0.1,0.0070952
1609,0.0,0.00334493
1610,0.0,0.00451589
1611,0.0,0.00410516
1612,0.0,0.01049017
1613,0.000618121,0.01146316
1614,0.06515693,0.01456904
1615,0.0,0.01374386
1616,0.0,0.01726731
1617,0.0,0.00455624
1618,0.10747828,0.00151372
1619,0.0,0.0155329
1620,0.0,0.01073229
1621,0.0,0.00342095
1622,0.0,0.00347101
1623,0.098420167,0.00156808
1624,0.0,0.00346908
1625,0.0,0.00263441
1626,0.0,0.00286937
1627,0.0,0.00330141
1628,0.0,0.01739184
1629,0.0,0.00414981
1630,0.0,0.00370784
1631,0.0,0.00501448
1632,0.13,0.00229136
1633,0.004762841,0.00302743
1634,0.0,0.02774276
1635,0.025063292,0.00159378
1636,0.014742625,0.0015142
1637,0.3,0.0215924
1638,0.0,0.00365853
1639,0.92,0.0120085
1640,0.10925,0.01370181
1641,0.08507,0.0015142
1642,0.02,0.0015142
1643,0.1256375,0.01420294
1644,0.0,0.00922546
1645,0.10925,0.01370354
1646,0.014665293,0.0015142
1647,0.169673304,0.0015142
1648,0.0,0.01662776
1649,0.1256375,0.01420207
1650,0.0,0.00336369
1651,0.10925,0.01370008
1652,0.2185,0.01387039
1653,0.0,0.01321517
1654,0.437,0.01414872
1655,0.0,0.00337912
1656,0.0,0.00333492
1657,0.2185,0.0138678
1658,0.23,0.01117266
1659,0.0,0.00335338
1660,0.04,0.0015142
1661,0.0,0.01177747
1662,0.029055263,0.0015142
1663,0.13225,0.01150953
1664,0.8794625,0.01506474
1665,0.055175004,0.0015142
1666,0.115,0.01100754
1667,0.02,0.01151061
1668,0.1,0.0015142
1669,0.2185,0.01122241
1670,0.0,0.00195512
1671,0.10925,0.01370614
1672,0.132,0.0015142
1673,0.0,0.00219588
1674,0.1256375,0.01420553
1675,0.1,0.01090262
1676,0.2185,0.01386606
1677,0.0,0.0015142
1678,0.06897448,0.0015142
1679,0.03,0.0015142
1680,0.0,0.01142683
1681,0.0,0.00175279
1682,0.0,0.01162036
1683,0.0,0.00371297
1684,0.0,0.01380468
1685,0.25,0.0015142
1686,0.10925,0.01370359
1687,0.2185,0.01386794
1688,2.875,0.01437542
1689,0.036405242,0.00151423
1690,0.0,0.00151426
1691,0.0,0.02520798
1692,0.0,0.00557368
1693,0.0,0.00374584
1694,0.0,0.00395167
1695,0.02905954,0.00158147
1696,0.157100353,0.00152757
1697,0.13654613,0.00152757
1698,0.02711535,0.00163388
1699,0.64460666,0.00151931
1700,0.02640628,0.00151931
1701,1.20827785,0.00151931
1702,0.023402644,0.00151931
1703,1.046997467,0.00151931
1704,0.043159977,0.00152234
1705,0.095,0.00662508
1706,0.0,0.003004
1707,0.010235,0.001533
1708,0.006401862,0.001533
1709,0.0,0.00485628
1710,0.0,0.00336595
1711,0.0,0.00377256
1712,0.03676456,0.0015347
1713,0.0,0.00273937
1714,0.10556163,0.0015347
1715,0.0074173,0.0015435
1716,0.0,0.00721478
1717,0.0,0.00340787
1718,0.0,0.00468348
1719,0.0411,0.0015557
1720,0.0,0.01114425
1721,0.154613386,0.0121196
1722,0.0439,0.01087437
1723,0.01760041,0.0015557
1724,0.0,0.00379977
1725,0.04020315,0.0015557
1726,0.29,0.0015557
1727,0.0,0.0038031
1728,0.1678,0.00155572
1729,1.0,0.00155572
1730,0.0,0.0074577
1731,0.0,0.0043571
1732,0.381419987,0.00158147
1733,0.136900435,0.00158147
1734,0.008,0.0016187
1735,0.10925,0.01511501
1736,0.007804791,0.00170729
1737,0.06017,0.00173962
1738,0.03848,0.00173962
1739,0.0,0.00374102
1740,0.0,0.00674529
1741,0.0,0.00553547
1742,0.020976334,0.00189777
1743,11.0,0.02379223
1744,0.007971151,0.00202884
1745,0.0,0.00497697
1746,0.01913,0.00232813
1747,0.0,0.002562
1748,0.0,0.02161504
1749,0.0,0.01439316
1750,0.5,0.01878268
1751,0.0,0.01609528
1752,0.0,0.00869551
1753,0.03,0.01507952
